make_model,make,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Mercedes-Benz A 180,Mercedes-Benz,"Zechenstr. 18,  45772 Marl, DE",9770.0,Compact,Used,No,49658.0,Manual,Benzine,Dealer,1699.0,5.0,156.0,Front,"Alloy wheels, Spare tyre",1260.0,No,Cloth,2.0,unefficient,10.0,85.0,6.6,Standard,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"SEVILLA,  41001 SEVILLA, ES",23850.0,Compact,Used,Yes,71098.0,Automatic,Diesel,Dealer,1461.0,7.0,99.5,Front,Sport seats,1425.0,No,Cloth,3.0,unefficient,4.0,80.0,3.7,Standard,Standard,Safety Standard Package
Mercedes-Benz A 150,Mercedes-Benz,"AVDA. MADRID 7,  28500 ARGANDA DEL REY, ES",6990.0,Compact,Used,No,135000.0,Manual,Benzine,Dealer,1498.0,5.0,171.0,Front,Alloy wheels,1225.0,No,Cloth,4.0,efficient,14.0,70.0,6.2,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 200,Mercedes-Benz,"AVDA. REAL MONASTERIO DE SANTA MARIA POBLET Nº44,  46930 QUART DE POBLET, ES",7000.0,Compact,Used,No,96000.0,Manual,Benzine,Dealer,2034.0,5.0,123.0,Front,Alloy wheels,1340.0,No,Part/Full Leather,2.0,efficient,17.0,100.0,7.2,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 150,Mercedes-Benz,"CTRA. MADRID - IRUN KM 234,  09001 BURGOS, ES",6990.0,Compact,Used,No,135000.0,Manual,Benzine,Dealer,1498.0,5.0,171.0,Front,Alloy wheels,1225.0,No,Part/Full Leather,4.0,efficient,14.0,70.0,6.2,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 250,Mercedes-Benz,"CAMI DEL FUS,50,  46470 MASSANASSA, ES",33999.0,Compact,Used,Yes,12265.0,Automatic,Benzine,Dealer,1991.0,7.0,22.0,4WD,"Alloy wheels, Sport seats",1505.0,No,Cloth,1.0,efficient,2.0,160.0,6.7,Standard,Standard,Safety Standard Package
Mercedes-Benz A 160,Mercedes-Benz,"Weversstraat 7,  1840 Londerzeel ( A12 Brussel - Antwerpen ), BE",25950.0,Compact,Used,No,13863.0,Manual,Benzine,Dealer,1332.0,5.0,129.0,Front,Alloy wheels,1270.0,No,Part/Full Leather,1.0,efficient,2.0,80.0,5.6,Standard,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Weversstraat 7,  1840 Londerzeel ( A12 Brussel - Antwerpen ), BE",31950.0,Compact,Used,No,23644.0,Automatic,Benzine,Dealer,1332.0,7.0,121.0,Front,Shift paddles,1295.0,No,Part/Full Leather,1.0,unefficient,0.0,100.0,5.3,Standard,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"CTRA.LOGROÑO, KM.110,3,  09007 BURGOS, ES",25000.0,Compact,Used,Yes,78300.0,Automatic,Benzine,Dealer,1332.0,7.0,126.0,Front,Sport seats,1365.0,No,Part/Full Leather,2.0,unefficient,3.0,100.0,0.0,Standard,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Bestel gemakkelijk Online 24/7,  1000 Brussel, BE",14700.0,Compact,Used,Yes,93914.0,Manual,Diesel,Dealer,1461.0,6.0,92.0,Front,"Alloy wheels, Spoiler, Sport seats",1295.0,No,Part/Full Leather,2.0,unefficient,7.0,80.0,3.8,Standard,Standard,Safety Premium Package
Mercedes-Benz A 35 AMG,Mercedes-Benz,"AVDA. VILLA DE MADRID, 70 - L. 2,  29700 VELEZ, ES",32800.0,Compact,Used,Yes,17900.0,Automatic,Benzine,Dealer,1991.0,7.0,169.0,4WD,"Alloy wheels, Sport seats",1455.0,No,Part/Full Leather,1.0,unefficient,1.0,225.0,7.3,Standard,Standard,Safety Premium Package
Mercedes-Benz AMG GT,Mercedes-Benz,"Hornerstrasse 48,  2000 Stockerau, AT",184900.0,Compact,Used,No,6100.0,Automatic,Benzine,Dealer,3982.0,7.0,284.0,Rear,"Alloy wheels, Shift paddles, Spoiler, Sport suspension, Summer tyres, Touch screen, Winter tyres",1700.0,Yes,Part/Full Leather,1.0,unefficient,1.0,410.0,12.4,Premium,Plus,Safety Premium Package
Mercedes-Benz AMG GT,Mercedes-Benz,"De Schipbeek 4,  8253 RD DRONTEN, NL",91999.0,Compact,Used,No,94066.0,Automatic,Benzine,Dealer,2999.0,7.0,209.0,4WD,"Alloy wheels (19""), Automatically dimming interior mirror, Shift paddles, Spoiler, Sport seats, Voice Control",1940.0,Yes,Part/Full Leather,2.0,unefficient,3.0,270.0,9.1,Standard,Plus,Safety Premium Package
Mercedes-Benz AMG GT,Mercedes-Benz,"Wagenmakershoek 1,  7328 KL APELDOORN, NL",154950.0,Compact,Used,No,69901.0,Automatic,Benzine,Dealer,3982.0,7.0,257.0,4WD,"Alloy wheels, Automatically dimming interior mirror, Spoiler, Sport package, Sport seats, Sport suspension",1920.0,Yes,Part/Full Leather,2.0,unefficient,3.0,320.0,11.3,Premium,Plus,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"C/ JUAN DE VILLANUEVA, 3,  28823 COSLADA, ES",8950.0,Compact,Used,Yes,199000.0,Automatic,Diesel,Dealer,1991.0,1.0,99.5,Front,Alloy wheels,1345.0,No,Part/Full Leather,2.0,unefficient,10.0,80.0,5.2,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz AMG GT,Mercedes-Benz,"Bornholmstraat 42,  9723 AX GRONINGEN, NL",129850.0,Compact,Used,No,50264.0,Automatic,Benzine,Dealer,2999.0,7.0,215.0,4WD,"Alloy wheels (21""), Automatically dimming interior mirror, Shift paddles, Spoiler, Sport seats, Voice Control",1945.0,Yes,Part/Full Leather,1.0,unefficient,2.0,320.0,9.1,Standard,Plus,Safety Premium Package
Mercedes-Benz EQS,Mercedes-Benz,"St. Eustatius 2,  7333 NX APELDOORN, NL",168444.0,Compact,Pre-registered,No,10.0,Automatic,Electric,Dealer,0.0,1.0,0.0,4WD,"Alloy wheels (21""), Ambient lighting, Automatically dimming interior mirror, Shift paddles, Voice Control",2485.0,Yes,Part/Full Leather,1.0,efficient,0.0,215.0,2.359,Standard,Plus,Safety Premium Package
Mercedes-Benz EQS,Mercedes-Benz,"Marhulzenweg 26,  7141 CS GROENLO, NL",122500.0,Compact,Pre-registered,Yes,5712.0,Automatic,Electric,Dealer,0.0,1.0,0.0,Rear,"Alloy wheels (21""), Ambient lighting, Automatically dimming interior mirror, Shift paddles, Trailer hitch, Voice Control",2380.0,Yes,Part/Full Leather,1.0,efficient,0.0,215.0,2.359,Standard,Plus,Safety Standard Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"CRTA. BARCELONA 350,  8203 SABADELL, ES",74990.0,Compact,Used,Yes,60000.0,Automatic,Benzine,Dealer,1991.0,8.0,162.0,4WD,Alloy wheels,1555.0,No,Part/Full Leather,1.0,unefficient,2.0,310.0,8.4,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"De Hoogt 12a,  5175 AX LOON OP ZAND, NL",72500.0,Compact,Used,Yes,34766.0,Automatic,Benzine,Dealer,1991.0,7.0,192.0,4WD,Alloy wheels,1535.0,Yes,Part/Full Leather,6.0,unefficient,2.0,310.0,8.9,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"C/REAL,1,  28001 GETAFE, ES",66990.0,Compact,Used,Yes,48000.0,Automatic,Benzine,Dealer,1991.0,8.0,162.0,4WD,Alloy wheels,1555.0,No,Part/Full Leather,6.0,unefficient,2.0,310.0,8.4,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz AMG GT,Mercedes-Benz,"Sleutelbloemstraat 29,  7322 AJ APELDOORN, NL",144900.0,Compact,Used,Yes,5147.0,Automatic,Benzine,Dealer,2999.0,7.0,0.0,4WD,"Alloy wheels (19""), Automatically dimming interior mirror, Shift paddles, Spoiler, Sport seats, Voice Control",1940.0,Yes,Part/Full Leather,1.0,unefficient,1.0,320.0,9.3,Standard,Plus,Safety Premium Package
Mercedes-Benz A 35 AMG,Mercedes-Benz,"Jules Verneweg 114,  5015 BM TILBURG, NL",56980.0,Compact,Used,No,58592.0,Automatic,Benzine,Dealer,1991.0,7.0,169.0,4WD,"Alloy wheels (19""), Ambient lighting, Automatically dimming interior mirror, Shift paddles, Ski bag, Spare tyre, Spoiler, Sport seats, Sport suspension, Voice Control",1455.0,No,Part/Full Leather,2.0,unefficient,3.0,225.0,8.3,Standard,Plus,Safety Premium Package
Mercedes-Benz A 200,Mercedes-Benz,"Kanaaldijk-Zuid 5b,  5613 LE EINDHOVEN, NL",46999.0,Compact,Used,No,5934.0,Automatic,Benzine,Dealer,1337.0,7.0,123.0,Front,"Automatically dimming interior mirror, Sport seats, Voice Control",1275.0,Yes,Part/Full Leather,1.0,unefficient,1.0,100.0,6.1,Standard,Plus,Safety Premium Package
Mercedes-Benz AMG GT,Mercedes-Benz,"Veldoven 11/10,  6826 TS ARNHEM, NL",129400.0,Compact,Used,Yes,20133.0,Automatic,Benzine,Dealer,2999.0,7.0,228.0,4WD,"Alloy wheels (19""), Automatically dimming interior mirror, Shift paddles, Spoiler, Sport seats, Voice Control",1940.0,Yes,Part/Full Leather,6.0,unefficient,2.0,270.0,9.8,Standard,Plus,Safety Premium Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Kapitein Nemostraat 107,  5015 AS TILBURG, NL",32999.0,Compact,Used,No,100229.0,Automatic,Benzine,Dealer,1991.0,7.0,165.0,4WD,"Alloy wheels (18""), Automatically dimming interior mirror, Headlight washer system, Shift paddles, Spoiler, Sport seats, Sport suspension",1455.0,Yes,Part/Full Leather,2.0,unefficient,7.0,280.0,7.1,Premium,Standard,Safety Premium Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Wijzend 68a,  1688 JB NIBBIXWOUD, NL",39495.0,Compact,Used,No,54510.0,Automatic,Benzine,Dealer,1991.0,7.0,0.0,4WD,"Alloy wheels (19""), Shift paddles, Spoiler, Sport seats, Sport suspension",1455.0,Yes,Part/Full Leather,1.0,unefficient,5.0,280.0,6.9,Premium,Standard,Safety Premium Package
Mercedes-Benz A 250,Mercedes-Benz,"Sterrebaan 3,  3542 DJ UTRECHT, NL",38850.0,Compact,Used,No,49627.0,Automatic,Benzine,Dealer,1991.0,7.0,145.0,Front,"Automatically dimming interior mirror, Spoiler, Sport suspension",1355.0,No,Cloth,3.0,efficient,4.0,202.0,6.2,Premium,Plus,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Nieuweweg 204,  6603 BV WIJCHEN, NL",10950.0,Compact,Used,No,194367.0,Manual,Diesel,Dealer,1461.0,6.0,92.0,Front,Sport seats,1285.0,Yes,Part/Full Leather,2.0,unefficient,8.0,80.0,3.6,Premium,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Randweg 10,  2941 CG LEKKERKERK, NL",16750.0,Compact,Used,No,184748.0,Automatic,Diesel,Dealer,1461.0,6.0,98.0,Front,"Alloy wheels (16""), Sport seats",1325.0,No,Part/Full Leather,1.0,unefficient,5.0,80.0,3.7,Premium,Standard,Safety Premium Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Mon Plaisir 22,  4879 AN ETTEN-LEUR, NL",30950.0,Compact,Used,No,115949.0,Automatic,Benzine,Dealer,1991.0,7.0,162.0,4WD,"Alloy wheels (18""), Automatically dimming interior mirror, Shift paddles, Ski bag, Spoiler, Sport seats, Sport suspension",1455.0,No,Part/Full Leather,2.0,unefficient,6.0,280.0,6.9,Premium,Standard,Safety Premium Package
Mercedes-Benz EQS,Mercedes-Benz,"Marhulzenweg 26,  7141 CS GROENLO, NL",117500.0,Compact,Used,Yes,3808.0,Automatic,Electric,Dealer,0.0,1.0,0.0,Rear,"Alloy wheels (21""), Ambient lighting, Automatically dimming interior mirror, Shift paddles, Voice Control",2290.0,Yes,Part/Full Leather,1.0,efficient,0.0,215.0,2.359,Standard,Plus,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Nieuweweg 204,  6603 BV WIJCHEN, NL",12950.0,Compact,Used,No,236233.0,Manual,Diesel,Dealer,1461.0,6.0,89.0,Front,"Alloy wheels (16""), Sport seats",1285.0,No,Part/Full Leather,2.0,unefficient,6.0,80.0,3.5,Standard,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Chroomweg 4,  8445 PN HEERENVEEN, NL",12445.0,Compact,Used,No,177477.0,Manual,Diesel,Dealer,1461.0,6.0,89.0,Front,Alloy wheels,1285.0,Yes,Part/Full Leather,2.0,unefficient,6.0,80.0,3.5,Standard,Standard,Safety Premium Package
Mercedes-Benz A 35 AMG,Mercedes-Benz,"Sisalstraat 58,  8281 JK GENEMUIDEN, NL",48950.0,Compact,Used,No,59012.0,Automatic,Benzine,Dealer,1991.0,7.0,169.0,4WD,"Alloy wheels (19""), Ambient lighting, Automatically dimming interior mirror, Spoiler, Sport seats, Voice Control",1455.0,Yes,Part/Full Leather,1.0,unefficient,3.0,225.0,7.3,Standard,Plus,Safety Premium Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Nikolaus Ottostraat 3,  8013 NG ZWOLLE, NL",28445.0,Compact,Used,No,117613.0,Automatic,Benzine,Dealer,1991.0,7.0,161.0,4WD,"Alloy wheels, Automatically dimming interior mirror, Shift paddles, Sport package, Sport seats, Sport suspension",1455.0,No,Part/Full Leather,2.0,unefficient,9.0,265.0,6.9,Standard,Standard,Safety Premium Package
Mercedes-Benz AMG GT,Mercedes-Benz,"Schlachthausstraße,  6850 Dornbirn, AT",119000.0,Compact,Used,Yes,42000.0,Automatic,Benzine,Dealer,3982.0,7.0,228.0,Rear,"Alloy wheels (20""), Shift paddles, Sport seats, Sport suspension, Touch screen",1645.0,Yes,Part/Full Leather,2.0,unefficient,7.0,375.0,9.6,Premium,Plus,Safety Premium Package
Mercedes-Benz A 200,Mercedes-Benz,"Kanaaldijk-Zuid 5b,  5613 LE EINDHOVEN, NL",48136.0,Compact,Used,No,4537.0,Automatic,Benzine,Dealer,1337.0,7.0,123.0,Front,"Ambient lighting, Automatically dimming interior mirror, Sport seats, Voice Control",1275.0,Yes,Part/Full Leather,1.0,unefficient,1.0,100.0,6.1,Standard,Plus,Safety Premium Package
Mercedes-Benz A 200,Mercedes-Benz,"Kanaaldijk-Zuid 5b,  5613 LE EINDHOVEN, NL",51999.0,Compact,Used,No,6642.0,Automatic,Benzine,Dealer,2143.0,7.0,123.0,Front,"Automatically dimming interior mirror, Sport seats, Voice Control",1275.0,Yes,Part/Full Leather,1.0,unefficient,1.0,100.0,6.1,Standard,Plus,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Van der Giessenweg 2,  2921 LP Krimpen aan de IJssel, NL",14945.0,Compact,Used,Yes,188018.0,Automatic,Benzine,Dealer,1595.0,8.0,131.0,Front,"Alloy wheels, Automatically dimming interior mirror, Shift paddles, Sport seats",1295.0,Yes,Part/Full Leather,2.0,unefficient,8.0,90.0,5.6,Premium,Standard,Safety Premium Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Doctor Fleming 29,  8017 BARCELONA, ES",39900.0,Compact,Used,Yes,46300.0,Automatic,Benzine,Dealer,1991.0,7.0,162.0,4WD,"Alloy wheels, Sport seats",1555.0,No,Part/Full Leather,2.0,unefficient,6.0,280.0,6.9,Standard,Standard,Safety Standard Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Mon Plaisir 22,  4879 AN ETTEN-LEUR, NL",25950.0,Compact,Used,No,136404.0,Automatic,Benzine,Dealer,1991.0,7.0,162.0,4WD,"Alloy wheels (19""), Automatically dimming interior mirror, Headlight washer system, Shift paddles, Spoiler, Sport seats, Sport suspension",1455.0,Yes,Part/Full Leather,2.0,unefficient,8.0,280.0,6.9,Premium,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"De Noord 3,  6001 DA WEERT, NL",16950.0,Compact,Used,Yes,165282.0,Manual,Diesel,Dealer,1461.0,6.0,105.0,Front,"Automatically dimming interior mirror, Sport seats, Sport suspension",1295.0,No,Part/Full Leather,2.0,unefficient,10.0,80.0,4.0,Premium,Standard,Safety Premium Package
Mercedes-Benz A 35 AMG,Mercedes-Benz,"Herbesthalerstrasse 321,  4700 Eupen, BE",66890.0,Compact,Used,No,500.0,Automatic,Benzine,Dealer,1991.0,7.0,188.0,4WD,"Ski bag, Sport package",1455.0,No,Part/Full Leather,1.0,unefficient,0.0,225.0,0.0,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Makkummerwaard 2,  8321 WV URK, NL",34900.0,Compact,Used,Yes,52694.0,Automatic,Benzine,Dealer,1991.0,7.0,162.0,4WD,"Alloy wheels (18""), Shift paddles, Ski bag, Spoiler, Sport suspension",1455.0,Yes,Part/Full Leather,2.0,unefficient,6.0,280.0,6.9,Premium,Standard,Safety Premium Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Ossebroeken 20,  9411 VR BEILEN, NL",44988.0,Compact,Used,Yes,62182.0,Automatic,Benzine,Dealer,1991.0,7.0,162.0,4WD,"Alloy wheels (18""), Ambient lighting, Automatically dimming interior mirror, Electronic parking brake, Shift paddles, Spoiler, Sport seats, Sport suspension",1455.0,Yes,Part/Full Leather,2.0,unefficient,4.0,280.0,6.9,Premium,Standard,Safety Premium Package
Mercedes-Benz A 200,Mercedes-Benz,"`t Vaartland 7,  2821 LH STOLWIJK, NL",27425.0,Compact,Used,No,139464.0,Automatic,Benzine,Dealer,1332.0,7.0,123.0,Front,"Alloy wheels, Automatically dimming interior mirror, Shift paddles",1275.0,No,Part/Full Leather,2.0,efficient,4.0,120.0,5.3,Standard,Plus,Safety Premium Package
Mercedes-Benz A 250,Mercedes-Benz,"Jules Verneweg 114,  5015 BM TILBURG, NL",44980.0,Compact,Used,No,34408.0,Automatic,Benzine,Dealer,1991.0,7.0,145.0,Front,"Alloy wheels (19""), Ambient lighting, Automatically dimming interior mirror, Shift paddles, Ski bag, Spoiler, Sport seats",1355.0,No,Part/Full Leather,1.0,efficient,3.0,165.0,6.4,Standard,Plus,Safety Premium Package
Mercedes-Benz AMG GT,Mercedes-Benz,"De Hoogt 12a,  5175 AX LOON OP ZAND, NL",174500.0,Compact,Used,Yes,39888.0,Automatic,Benzine,Dealer,3982.0,7.0,258.0,4WD,"Alloy wheels (19""), Automatically dimming interior mirror, Shift paddles, Spoiler, Sport seats, Voice Control",2020.0,Yes,Part/Full Leather,4.0,unefficient,2.0,320.0,12.9,Premium,Plus,Safety Premium Package
Mercedes-Benz A 220,Mercedes-Benz,"Kolenbranderstraat 5a,  8601 VC SNEEK, NL",33945.0,Compact,Used,No,47514.0,Automatic,Benzine,Dealer,1991.0,7.0,141.0,Front,"Alloy wheels (18""), Automatically dimming interior mirror, Sport seats, Voice Control",1350.0,No,Cloth,1.0,efficient,3.0,140.0,6.1,Standard,Plus,Safety Premium Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"Eenspan 41,  3897 AL ZEEWOLDE, NL",29950.0,Compact,Used,No,69463.0,Automatic,Benzine,Dealer,1991.0,7.0,161.0,4WD,"Alloy wheels (18""), Headlight washer system, Shift paddles, Spoiler, Sport seats, Sport suspension",1455.0,Yes,Part/Full Leather,2.0,unefficient,8.0,280.0,6.9,Premium,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Koraalstraat 2a,  1812 RK ALKMAAR, NL",19950.0,Compact,Used,No,141989.0,Manual,Diesel,Dealer,1461.0,6.0,102.0,Front,"Alloy wheels (18""), Sport seats, Sport suspension",1295.0,No,Part/Full Leather,1.0,unefficient,5.0,80.0,3.9,Premium,Standard,Safety Premium Package
Mercedes-Benz A 250,Mercedes-Benz,"Seringstraat 13,  6744 WZ EDERVEEN, NL",44500.0,Compact,Used,No,14250.0,Automatic,Benzine,Dealer,1332.0,7.0,0.0,Front,"Alloy wheels (18""), Ambient lighting, Automatically dimming interior mirror, Shift paddles, Sport seats, Voice Control",1580.0,No,Part/Full Leather,1.0,efficient,1.0,160.0,1.0,Standard,Plus,Safety Premium Package
Mercedes-Benz A 160,Mercedes-Benz,"Van der Giessenweg 2,  2921 LP Krimpen aan de IJssel, NL",22945.0,Compact,Used,Yes,108464.0,Automatic,Benzine,Dealer,1595.0,7.0,126.0,Front,"Alloy wheels (18""), Ambient lighting, Shift paddles, Spoiler, Sport seats, Sport suspension",1295.0,Yes,Part/Full Leather,2.0,efficient,5.0,75.0,5.4,Premium,Standard,Safety Premium Package
Mercedes-Benz A 200,Mercedes-Benz,"Kanaaldijk-Zuid 5b,  5613 LE EINDHOVEN, NL",38999.0,Compact,Used,No,59381.0,Automatic,Benzine,Dealer,2143.0,7.0,123.0,Front,"Alloy wheels (18""), Sport seats, Voice Control",1275.0,Yes,Part/Full Leather,1.0,efficient,3.0,100.0,5.3,Standard,Plus,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"AVDA. GIJON Nº 136,  33460 AVILES, ES",6400.0,Compact,Used,Yes,179000.0,Automatic,Diesel,Dealer,1991.0,6.0,99.5,Front,Sport seats,1345.0,No,Part/Full Leather,2.0,unefficient,16.0,80.0,5.2,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 180,Mercedes-Benz,"C/ PLO Nº7 NAVE 2C,  43006 TARRAGONA, ES",13990.0,Compact,Used,Yes,123000.0,Manual,Diesel,Dealer,1991.0,6.0,99.5,Front,Alloy wheels,1345.0,No,Part/Full Leather,2.0,unefficient,10.0,80.0,5.2,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 180,Mercedes-Benz,"CTRA. NAC. 634 - BILBAO-GALDAKAO, KM. 7 (A LA ALTURA DE FÁBRICA FIRESTONE),  48960 GALDAKANO, ES",23990.0,Compact,Used,Yes,51078.0,Automatic,Diesel,Dealer,1461.0,7.0,99.5,Front,Sport seats,1295.0,No,Part/Full Leather,1.0,unefficient,3.0,85.0,4.1,Standard,Standard,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Kempischesteenweg 72,  3500 Hasselt, BE",16800.0,Compact,Used,No,154000.0,Automatic,Diesel,Dealer,1500.0,7.0,102.0,Front,"Alloy wheels, Headlight washer system, Shift paddles, Trailer hitch, Voice Control",1295.0,No,Part/Full Leather,1.0,unefficient,8.0,80.0,3.9,Standard,Standard,Safety Premium Package
Mercedes-Benz A 200,Mercedes-Benz,"Sleutelbloemstraat 29,  7322 AJ APELDOORN, NL",26900.0,Compact,Used,Yes,139719.0,Automatic,Diesel,Dealer,1950.0,7.0,0.0,Front,"Alloy wheels (17"")",1290.0,Yes,Part/Full Leather,1.0,efficient,3.0,110.0,4.8,Standard,Standard,Safety Premium Package
Mercedes-Benz A 160,Mercedes-Benz,"Poligono industrial Zabal, Bj 44,  11300 La Línea de la Concepción, ES",13900.0,Compact,Used,No,212000.0,Manual,Diesel,Dealer,1595.0,5.0,98.0,Front,Alloy wheels,1270.0,No,Part/Full Leather,2.0,efficient,6.0,75.0,3.8,Standard,Standard,Safety Premium Package
Mercedes-Benz A 35 AMG,Mercedes-Benz,"Marhulzenweg 26,  7141 CS GROENLO, NL",59950.0,Compact,Used,Yes,8400.0,Automatic,Benzine,Dealer,1991.0,7.0,175.0,4WD,"Alloy wheels (19""), Ambient lighting, Automatically dimming interior mirror, Spoiler, Sport seats, Sport suspension, Voice Control",1480.0,Yes,Part/Full Leather,1.0,unefficient,1.0,225.0,8.3,Standard,Plus,Safety Premium Package
Mercedes-Benz A 180,Mercedes-Benz,"Av. Reial Monestir Santa Maria de Poblet, 42.,  46930 Quart de Poblet, ES",23990.0,Compact,Used,Yes,51078.0,Automatic,Diesel,Dealer,1461.0,7.0,99.5,Front,Sport seats,1295.0,No,Part/Full Leather,1.0,unefficient,3.0,85.0,4.1,Standard,Standard,Safety Premium Package
Mercedes-Benz A 250,Mercedes-Benz,"Poort van Midden Gelderland Groen 11a,  6666 LP HETEREN, NL",19750.0,Compact,Used,No,151300.0,Automatic,Benzine,Dealer,1991.0,7.0,145.0,Front,"Alloy wheels (18""), Automatically dimming interior mirror, Sport package, Sport seats, Sport suspension",1345.0,Yes,Part/Full Leather,2.0,efficient,9.0,155.0,6.2,Premium,Standard,Safety Premium Package
Mercedes-Benz A 140,Mercedes-Benz,"29 avenue Saint Exupery,  42160 Andrézieux-Bouthéon, FR",15000.0,Compact,Used,Yes,129000.0,Automatic,Diesel,Dealer,1598.0,6.0,114.0,Front,Sport seats,1395.0,No,Part/Full Leather,2.0,efficient,9.0,100.0,5.3,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 45 AMG,Mercedes-Benz,"RONDA PONENT 62,  8201 SABADELL, ES",72890.0,Compact,Used,Yes,12900.0,Automatic,Benzine,Dealer,1991.0,8.0,162.0,4WD,Alloy wheels,1555.0,No,Part/Full Leather,1.0,unefficient,1.0,310.0,8.4,Standard,Standard,Safety Premium Plus Package
Mercedes-Benz A 220,Mercedes-Benz,"13100 Aix en Provence, FR",28980.0,Compact,Used,Yes,36605.0,Automatic,Diesel,Dealer,2143.0,7.0,120.0,Front,"Alloy wheels, Sport seats, Sport suspension",1485.0,No,Cloth,2.0,efficient,5.0,132.0,4.35,Standard,Standard,Safety Premium Package
Mercedes-Benz A 220,Mercedes-Benz,"Sleutelbloemstraat 29,  7322 AJ APELDOORN, NL",37900.0,Compact,Used,Yes,71927.0,Automatic,Benzine,Dealer,1991.0,7.0,143.0,Front,"Alloy wheels (18""), Ambient lighting, Automatically dimming interior mirror, Sport seats, Voice Control",1350.0,Yes,Part/Full Leather,3.0,efficient,2.0,140.0,6.2,Standard,Plus,Safety Premium Package
Mercedes-Benz A 200,Mercedes-Benz,"Adresse exacte au 0 805 805 802,  63000 Clermont Ferrand, FR",23780.0,Compact,Used,No,80928.0,Automatic,Diesel,Dealer,2143.0,7.0,101.5,Front,"Alloy wheels, Headlight washer system, Shift paddles, Sport package, Sport seats, Sport suspension, Voice Control",1275.0,No,Part/Full Leather,2.0,efficient,4.0,100.0,4.2,Standard,Standard,Safety Premium Package
